Country,City,UpdateTimeUTC,JamsDelay,TrafficIndexLive,JamsLengthInKms,JamsCount,TrafficIndexWeekAgo,UpdateTimeUTCWeekAgo,TravelTimeLivePer10KmsMins,TravelTimeHistoricPer10KmsMins,MinsDelay
PRT,porto,46:30.0,165.5,26,33.5,46,21,46:30.0,14.315298720019126,13.347263602605643,0.9680351174134804
PRT,porto,31:30.0,193.5,27,35.9,46,20,01:30.0,14.537920017312976,13.646044858411264,0.891875159
PRT,porto,46:30.0,159.9,21,33.4,43,18,46:30.0,13.750126638896118,13.20661955688127,0.5435070820148482
PRT,porto,31:30.0,92.3,17,18.7,24,18,46:30.0,13.457634423842975,13.11576890924367,0.3418655145993057
PRT,porto,46:30.0,21.1,9,6.6,9,10,01:30.0,12.828868457014552,12.942264684940426,-0.113396228
PRT,porto,01:30.0,48.7,16,11.6,18,17,01:30.0,13.472401819600757,12.962351971019933,0.5100498485808238
PRT,porto,31:30.0,70.6,17,14.3,21,16,46:30.0,13.48504136699223,13.00638102897337,0.4786603380188587
PRT,porto,46:30.0,31.5,11,5.6,9,10,31:30.0,12.71503088975346,12.80046541363607,-0.085434524
PRT,porto,31:30.0,8.9,10,2,4,10,31:30.0,12.61348589,12.71312305,-0.099637164
PRT,porto,46:30.0,6.4,6,0.9,2,7,46:30.0,12.102558884391827,12.203533944835412,-0.10097506
PRT,porto,01:30.0,3,0,0.2,2,2,46:30.0,10.779048159875725,10.990598928733204,-0.211550769
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.747342345513744,10.900811074495987,-0.153468729
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.138364665245934,11.243855321741188,-0.105490656
PRT,porto,01:30.0,1.6,0,2.9,2,0,01:30.0,11.400762687134502,11.606243353078147,-0.205480666
PRT,porto,01:30.0,0.7,0,3,1,0,01:30.0,11.669710773781675,11.76822917487189,-0.098518401
PRT,porto,01:30.0,12.9,0,0.6,3,0,01:30.0,12.077463686620906,12.125128598363217,-0.047664912
PRT,porto,01:30.0,2.7,0,2.9,2,0,01:30.0,12.622960090837903,12.673065897614514,-0.050105807
PRT,porto,01:30.0,1.9,0,0.2,1,0,01:30.0,12.440770399183563,12.548641019997032,-0.107870621
PRT,porto,16:30.0,22.2,3,2,8,4,01:30.0,12.95262719722012,12.548201189050916,0.4044260081692048
PRT,porto,01:30.0,9.1,4,1.2,5,4,01:30.0,13.03564824034051,13.174746533449476,-0.139098293
PRT,porto,01:30.0,6.6,6,0.4,2,7,01:30.0,13.399710364606957,13.608713844090598,-0.209003479
PRT,porto,01:30.0,21.5,8,2.4,11,7,01:30.0,13.896222431616287,14.142861841139975,-0.24663941
PRT,porto,01:30.0,27.8,14,3.6,9,14,01:30.0,14.60014497757129,14.670007473924167,-0.069862496
PRT,porto,01:30.0,37.1,21,10.1,19,22,01:30.0,14.518558732816633,14.318492317324251,0.2000664154923779
PRT,porto,01:30.0,84,25,15.9,30,29,01:30.0,14.751454549430246,14.264199742425562,0.4872548070046836
PRT,porto,01:30.0,123.6,31,26.8,46,34,01:30.0,15.434102905595587,14.405175440767318,1.0289274648282696
PRT,porto,46:30.0,130.1,31,30.8,49,32,46:30.0,15.304942689779844,14.328942438895725,0.9760002508841196
PRT,porto,46:30.0,136.6,28,24,41,31,31:30.0,14.993678523486372,14.489308995662135,0.5043695278242382
PRT,porto,46:30.0,93.7,23,20.9,37,29,46:30.0,14.403462779179424,14.282872155725672,0.1205906234537508
PRT,porto,01:30.0,37.8,16,6.2,11,17,46:30.0,13.742972298441671,13.56366323608568,0.1793090623559905
PRT,porto,01:30.0,51.1,20,14.2,23,24,01:30.0,14.195071870492765,14.130866416403894,0.064205454
PRT,porto,01:30.0,74.9,22,15.5,26,28,01:30.0,14.220738944903452,14.180154667387114,0.040584278
PRT,porto,31:30.0,77.6,21,14.4,27,29,31:30.0,14.110681045544409,14.03586231630506,0.074818729
PRT,porto,46:30.0,62.1,16,12.1,23,23,46:30.0,13.443214074613708,13.475109416826047,-0.031895342
PRT,porto,46:30.0,12.6,6,3.1,8,10,46:30.0,12.082951418775982,12.253783345941947,-0.170831927
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.876780217656464,10.955607145019016,-0.078826927
PRT,porto,01:30.0,2.6,0,0.2,2,0,01:30.0,11.123402516878851,11.068534172370043,0.054868345
PRT,porto,01:30.0,2.5,0,0.1,1,0,01:30.0,11.493994516630856,11.584300499039465,-0.090305982
PRT,porto,01:30.0,5.9,0,0.1,1,0,01:30.0,11.426226312752243,11.45292391,-0.026697599
PRT,porto,01:30.0,0.6,0,2.1,1,0,01:30.0,12.054280908357208,12.069431279282265,-0.015150371
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,13.08485760855961,13.024509015104046,0.060348593
PRT,porto,01:30.0,13.6,0,0.3,1,0,01:30.0,12.895995433432926,12.89013643,0.005859
PRT,porto,01:30.0,1.9,2,0.3,2,4,01:30.0,13.123484961358333,12.754125883394224,0.3693590779641056
PRT,porto,01:30.0,6.9,9,0.7,3,5,01:30.0,13.467599386784425,12.948892017007442,0.5187073697769833
PRT,porto,16:30.0,28.8,14,2.6,9,7,16:30.0,13.852838230999224,12.946556662954965,0.9062815680442604
PRT,porto,31:30.0,155.7,16,11.5,32,12,01:30.0,14.445487197581356,13.356636312113793,1.088850885467565
PRT,porto,01:30.0,77.2,21,7.6,23,33,01:30.0,14.688443906809564,14.161295833769984,0.5271480730395801
PRT,porto,01:30.0,134.5,41,24.6,43,62,01:30.1,16.95442621937904,15.94461485698534,1.0098113623937015
PRT,porto,01:30.0,813.8,83,115.9,198,82,01:30.0,22.10386320234541,18.128493967526243,3.9753692348191656
PRT,porto,31:30.0,1252.7,92,167.6,296,89,31:30.0,23.22006569719367,19.05825325,4.161812449086078
PRT,porto,46:30.0,952.3,82,162.7,260,79,46:30.0,21.833328036726904,18.80609246890668,3.027235567820231
PRT,porto,46:30.0,447.4,59,86.9,138,50,46:30.0,18.840802426858268,16.866640138752615,1.9741622881056529
PRT,porto,46:30.0,216.6,46,47.7,74,40,46:30.0,17.346220609136015,15.822203100616276,1.524017508519739
PRT,porto,46:30.0,220.8,40,46.5,74,30,46:30.0,16.807117209239905,15.230960057976093,1.5761571512638124
PRT,porto,46:30.0,162,31,34.7,56,22,01:30.0,15.953545719292537,14.83903580909154,1.1145099102009937
PRT,porto,31:30.0,71.1,27,19.7,26,23,01:30.0,15.158856519255648,14.847873325973469,0.3109831932821816
PRT,porto,01:30.0,71,24,12.9,28,23,01:30.0,14.644294964063976,14.764398611555904,-0.120103647
PRT,porto,01:30.0,131.6,28,19.6,38,27,01:30.0,14.923865052272888,14.716077806169585,0.2077872461033028
PRT,porto,01:30.0,282.2,44,51.4,88,48,01:30.0,16.659774796558292,15.47925774786764,1.1805170486906515
PRT,porto,46:30.0,349.7,46,59.8,98,50,31:30.0,16.91812017306964,15.618123909228212,1.299996263841427
PRT,porto,46:30.0,142.7,22,44.1,43,23,46:30.0,13.330207371081537,12.698754901990233,0.6314524690913021
PRT,porto,16:30.0,5.1,1,4.3,3,23,46:30.0,11.031700350488842,11.231046665922277,-0.199346315
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.903232447436752,10.994221542937794,-0.090989096
PRT,porto,01:30.0,3.2,0,0.2,1,0,01:30.0,10.45694425992647,10.646098398221618,-0.189154138
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.261164377341425,12.174418432982357,0.086745944
PRT,porto,01:30.0,1.4,0,2.5,1,0,01:30.0,13.072168076116355,12.87347461767164,0.1986934584447155
PRT,porto,01:30.0,3.6,0,4.7,3,0,01:30.0,13.056631732577236,12.964058572579894,0.09257316
PRT,porto,01:30.0,0.6,0,2.7,1,0,01:30.0,12.69171974620376,12.535263549869605,0.1564561963341546
PRT,porto,01:30.0,1.3,1,0,1,0,01:30.0,12.666172373573396,12.551333195447675,0.1148391781257203
PRT,porto,01:30.0,12.8,5,0.8,5,2,01:30.0,13.242599122186316,12.98319808291945,0.2594010392668657
PRT,porto,01:30.0,0,6,0,0,4,01:30.0,13.44924389233989,13.44246561468644,0.006778278
PRT,porto,01:30.0,2,9,0.2,1,11,01:30.0,13.818468210367667,14.15693318600908,-0.338464976
PRT,porto,01:30.0,17,22,3.3,7,46,01:30.0,14.880074009231532,15.613302526680792,-0.733228517
PRT,porto,01:30.0,370.7,64,74.5,122,82,01:30.0,19.59392349755845,18.30983462505144,1.2840888725070094
PRT,porto,31:30.0,1056,79,154.6,281,91,31:30.0,21.34421303317452,19.130377485513787,2.2138355476607323
PRT,porto,46:30.0,973.2,73,143.2,255,78,46:30.1,20.561315783899108,18.36149532904184,2.199820454857268
PRT,porto,46:30.0,214.9,37,42.4,75,42,46:30.0,16.257139196220965,16.312771193498918,-0.055631997
PRT,porto,01:30.0,129.9,29,19.4,48,42,46:30.0,15.323482218199684,15.691562257488332,-0.368080039
PRT,porto,31:30.0,100.3,28,18.2,36,32,46:30.0,15.252107963097677,15.469799969525903,-0.217692006
PRT,porto,46:30.0,106.1,26,24.3,39,28,46:30.0,15.177325428166911,15.102270309832482,0.075055118
PRT,porto,46:30.0,46.9,18,8.1,20,19,01:30.0,14.273780955936022,14.609785276505123,-0.336004321
PRT,porto,01:30.0,44.4,20,6.6,16,22,01:30.0,14.375067607834202,14.791328411038434,-0.416260803
PRT,porto,01:30.0,114,23,11.8,35,24,01:30.0,14.539376833066628,14.948695189289143,-0.409318356
PRT,porto,01:30.0,110.2,29,21.1,38,32,01:30.0,15.036983254401669,15.52532018287745,-0.488336928
PRT,porto,01:30.0,433,54,77.2,123,59,01:30.0,17.93661832382812,16.761707994695573,1.1749103291325476
PRT,porto,46:30.0,492,55,86,138,62,46:30.0,17.93667828992322,16.73838903151855,1.1982892584046674
PRT,porto,01:30.0,407.7,36,75,107,62,46:30.0,15.396228930928848,14.500054317887974,0.8961746130408734
PRT,porto,46:30.0,180.2,25,50.9,48,27,46:30.0,13.642117487006878,13.156330633577218,0.4857868534296603
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.312923770819824,10.456958549664812,-0.144034779
PRT,porto,01:30.0,4.3,0,0.1,1,0,01:30.0,10.029220529154273,10.122914440812243,-0.093693912
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.697775520068369,11.725521219469837,-0.027745699
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,13.314221972456624,13.31527933877755,-0.001057366
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.948003067127363,13.048023923938407,-0.100020857
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.397863709985716,12.41298281,-0.015119101
PRT,porto,01:30.0,3.4,0,0.3,1,0,01:30.0,12.55324867106925,12.705183955329051,-0.151935284
PRT,porto,01:30.0,2,1,0.2,1,1,01:30.0,12.562455444572125,12.756682291131147,-0.194226847
PRT,porto,01:30.0,4.5,3,0.3,2,4,01:30.0,13.20546383278066,13.526005280745984,-0.320541448
PRT,porto,01:30.0,11.4,8,0.8,5,7,01:30.0,13.694594951966346,13.95533879515262,-0.260743843
PRT,porto,01:30.0,59.9,35,13.8,22,28,01:30.0,16.579303656110753,15.506083480335992,1.073220175774761
PRT,porto,01:30.0,941.6,84,140.2,247,77,01:30.0,22.22433733083941,18.180324422943503,4.044012907895908
PRT,porto,46:30.0,1350.4,88,181.4,316,90,31:30.0,22.615847230522373,18.70269017354976,3.913157056972612
PRT,porto,46:30.0,966.1,69,145,257,75,46:30.0,20.07945969424817,18.310199032692367,1.7692606615558013
PRT,porto,46:30.0,253.6,37,43.8,78,41,46:30.0,16.34930880431131,16.303384909699126,0.045923895
PRT,porto,16:30.0,123.3,30,22.4,42,34,46:30.0,15.60504262,15.448607194405026,0.1564354289286722
PRT,porto,46:30.0,136.2,28,26,48,29,46:30.0,15.354856091032383,15.040198524177866,0.3146575668545175
PRT,porto,01:30.0,66.1,20,8.2,23,22,46:30.0,14.471452686048403,14.472802644138854,-0.001349958
PRT,porto,01:30.0,86.9,23,10.6,30,22,01:30.0,14.667995539043714,14.600187712991774,0.067807826
PRT,porto,01:30.0,80,24,14.6,33,25,01:30.0,14.544693487005285,14.656102515859216,-0.111409029
PRT,porto,01:30.0,145,32,24.1,48,33,01:30.0,15.39601077059763,15.382127401129866,0.013883369
PRT,porto,01:30.0,551.4,60,95.5,153,60,01:30.0,18.506121676655617,16.651544817517834,1.854576859137783
PRT,porto,46:30.0,641.6,61,106.6,178,64,46:30.0,18.69142484237807,16.75431162551233,1.937113217
PRT,porto,46:30.0,210.5,26,58.3,58,29,46:30.1,13.66186636311678,12.975831960872831,0.6860344022439477
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.434335285361415,10.536220446236763,-0.101885161
PRT,porto,01:30.0,1.8,0,3.6,2,0,01:30.0,10.841859144708534,10.911917828572932,-0.070058684
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.282377195278396,12.14336185523672,0.1390153400416771
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,13.340273365883611,13.08735138092294,0.2529219849606736
PRT,porto,01:30.0,1,0,0,1,0,01:30.0,12.792888674168168,12.863165840914226,-0.070277167
PRT,porto,01:30.0,6.6,0,0.2,2,0,01:30.0,12.438529512835094,12.48816802938304,-0.049638517
PRT,porto,01:30.0,4.6,0,0.9,2,0,01:30.0,12.36151733384004,12.48343757593098,-0.121920242
PRT,porto,01:30.0,10.7,0,0.7,4,1,01:30.0,12.385169719865878,12.60479345450478,-0.219623735
PRT,porto,01:30.0,7.6,2,0.2,1,3,01:30.0,12.719025052751968,13.036972627516048,-0.317947575
PRT,porto,01:30.0,17.7,9,1.6,6,12,01:30.0,13.928976512890388,13.907418769261778,0.021557744
PRT,porto,01:30.0,245.1,34,19.5,43,59,01:30.0,16.319374933786765,15.004635587376775,1.314739346
PRT,porto,01:30.0,1123.6,84,136.4,233,109,01:30.0,22.11802965916125,17.905727803794107,4.212301855367144
PRT,porto,31:30.0,1873,93,218.5,392,116,31:30.0,23.182947491980823,18.67742990574212,4.505517586
PRT,porto,46:30.0,1210.2,73,163.2,291,93,46:30.0,20.734997964062167,18.10191956870478,2.633078395357387
PRT,porto,46:30.0,325.4,40,54.8,102,47,46:30.0,16.674260484837337,16.07325227899063,0.601008206
PRT,porto,46:30.0,138.7,32,25.1,50,35,46:30.0,15.64722762,15.212091748703278,0.4351358686301232
PRT,porto,46:30.0,104.7,27,21.2,39,29,46:30.0,15.348568800386095,14.972817206223777,0.3757515941623204
PRT,porto,31:30.0,95,26,18.7,33,29,46:30.0,15.22147596360422,14.822781403708165,0.3986945598960538
PRT,porto,46:30.0,49.5,20,7.5,17,23,01:30.0,14.668593750904474,14.55809850094056,0.1104952499639129
PRT,porto,01:30.0,93.6,22,12.4,32,28,01:30.0,14.523963262891398,14.507409445143342,0.016553818
PRT,porto,01:30.0,109.6,27,16.6,38,32,01:30.0,15.076045157933478,14.800071659226363,0.2759734987071134
PRT,porto,01:30.0,146.3,35,24.9,37,34,01:30.0,15.738337405204677,15.470005077491244,0.2683323277134324
PRT,porto,01:30.0,583.3,62,95.7,178,69,01:30.0,18.85117166,16.892848509504432,1.958323150985965
PRT,porto,46:30.0,666.3,61,108.3,183,70,46:30.0,18.82548255180821,17.050976345265866,1.7745062065423485
PRT,porto,16:30.0,671.8,50,109.1,189,70,46:30.0,17.704165144633915,16.11712273560427,1.587042409029646
PRT,porto,46:30.0,219.4,26,54.3,61,37,46:30.0,13.644974883626617,12.992506582186786,0.6524683014398285
PRT,porto,01:30.0,2.9,0,2.3,1,0,01:30.0,10.484650062836284,10.588306396253396,-0.103656333
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.47180598435161,10.57744906085642,-0.105643077
PRT,porto,01:30.0,0.8,0,2.6,1,0,01:30.0,11.342264930399685,11.349620268761363,-0.007355338
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,13.10725163921973,12.937949401760587,0.1693022374591404
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.617544987636112,12.593626558593211,0.023918429
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.541466420161807,12.451101177955277,0.090365242
PRT,porto,01:30.0,3.9,0,0.2,1,0,01:30.0,12.150806264142211,12.233965899108206,-0.083159635
PRT,porto,01:30.0,5.5,0,0.3,2,0,01:30.0,12.32881064558572,12.46002722713542,-0.131216582
PRT,porto,01:30.0,3.1,2,0.5,2,1,01:30.0,12.887089051738336,13.0403565,-0.153267448
PRT,porto,01:30.0,4.3,6,0.3,2,5,01:30.0,13.39408983,13.598931579924429,-0.204841748
PRT,porto,01:30.0,24.9,23,5.9,11,17,01:30.0,14.837589194722616,14.41428358,0.4233056165012172
PRT,porto,01:30.0,498.2,70,83,152,59,01:30.0,20.333623493181385,17.103390422119556,3.230233071061829
PRT,porto,31:30.0,1327.2,82,183.8,329,75,31:30.0,21.571675077412912,17.881310911195268,3.6903641662176447
PRT,porto,46:30.1,1106.1,72,164.8,282,62,46:30.0,20.28010977468056,17.412629291784977,2.8674804828955835
PRT,porto,46:30.0,290.2,38,47.7,97,39,46:30.0,16.39656741527105,15.709549125714195,0.6870182895568551
PRT,porto,46:30.0,143.4,31,29.2,46,28,46:30.0,15.566494207749413,14.945344073853748,0.6211501338956626
PRT,porto,46:30.0,126.7,28,22.5,41,23,46:30.0,15.237945770599872,14.625870946832558,0.6120748237673137
PRT,porto,01:30.0,84,22,13.6,32,23,46:30.0,14.687740128672823,14.289200083415745,0.3985400452570804
PRT,porto,01:30.0,64.1,20,11.8,22,16,31:30.0,14.361050123596057,13.89411428899483,0.4669358346012249
PRT,porto,01:30.0,81.3,24,16.2,29,17,01:30.0,14.611629829978687,14.039446400573413,0.5721834294052748
PRT,porto,01:30.0,152.2,25,20.8,42,19,01:30.0,14.438885646560657,13.94151745738106,0.497368189
PRT,porto,01:30.0,102.7,33,21,27,27,01:30.0,15.282297516815058,14.586820067229825,0.6954774495852334
PRT,porto,01:30.0,563.4,60,89.3,159,53,01:30.0,18.578281905579416,16.10487585612664,2.4734060494527768
PRT,porto,46:30.0,689.6,61,110.4,192,54,46:30.0,18.72226530271454,16.300907597393184,2.4213577053213555
PRT,porto,01:30.0,434,39,81.5,109,54,46:30.0,15.701577965690628,14.13607337,1.5655045963426275
PRT,porto,46:30.0,198.3,26,59.9,56,26,46:30.0,13.589487401604655,12.677346274053953,0.912141128
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,9.952710061244264,10.03185228820724,-0.079142227
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,9.570273651835183,9.917503656870789,-0.347230005
PRT,porto,01:30.0,0.6,0,0.8,1,0,01:30.0,10.418386296324565,10.58546910230189,-0.167082806
PRT,porto,01:30.0,0.5,0,2.1,1,0,01:30.0,11.810716156909445,11.701798085401332,0.1089180715081106
PRT,porto,01:30.0,0.4,0,1.5,1,0,01:30.0,12.115607765644675,12.22208577,-0.106478001
PRT,porto,01:30.0,3,0,4.4,2,0,01:30.0,12.168685339238078,12.268721696550804,-0.100036357
PRT,porto,01:30.0,5.3,0,0.4,2,0,01:30.0,11.643232131606906,11.756309952779702,-0.113077821
PRT,porto,01:30.0,0,0,0,0,9,01:30.0,11.962216584359211,12.242770815219108,-0.280554231
PRT,porto,01:30.0,4.7,0,0.3,2,3,46:30.0,12.339444774365786,12.756977806824032,-0.417533032
PRT,porto,01:30.0,6.4,2,0.3,3,4,01:30.0,12.521552793993004,13.097686533093269,-0.576133739
PRT,porto,01:30.0,11.4,8,5.1,5,23,01:30.0,12.750647508681398,13.16388122153118,-0.413233713
PRT,porto,01:30.0,34.6,15,9.1,14,32,01:30.0,13.149519085575903,13.137083267869432,0.012435818
PRT,porto,01:30.0,77.6,21,15.6,24,36,31:30.0,13.825761837258511,13.323002116397223,0.5027597208612864
PRT,porto,46:30.0,72.5,21,14.8,26,32,46:30.0,13.752174077153212,13.297264103010136,0.4549099741430762
PRT,porto,01:30.0,88.3,20,19.7,30,29,31:30.0,13.616464705361548,13.254401674059428,0.3620630313021209
PRT,porto,46:30.0,76.1,18,19.9,30,24,46:30.0,13.466852809618668,13.104910076271135,0.3619427333475329
PRT,porto,01:30.0,11.2,10,4.3,7,13,01:30.0,12.980057668161706,12.70747619561082,0.2725814725508861
PRT,porto,01:30.0,33.1,17,11.2,13,18,16:30.0,13.398561883293876,12.763696016028966,0.6348658672649101
PRT,porto,46:30.0,35.2,16,12.9,12,17,16:30.0,13.380656578893614,12.909022506862897,0.4716340720307173
PRT,porto,31:30.0,21.3,10,4.5,6,15,46:30.0,12.725378244996495,12.826339203290226,-0.100960958
PRT,porto,46:30.0,10.8,7,2.7,5,10,46:30.0,12.180245300999452,12.169963231274147,0.01028207
PRT,porto,01:30.0,19.1,3,1.8,5,10,46:30.0,11.777311509125152,11.691825090964109,0.085486418
PRT,porto,46:30.0,13.7,2,1.2,4,2,46:30.0,11.474926260514357,11.433055904591429,0.041870356
PRT,porto,01:30.0,2.6,0,0.4,1,0,01:30.0,10.560112712491206,10.58399816162918,-0.023885449
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.343153849158112,11.369275703771722,-0.026121855
PRT,porto,01:30.0,2.7,0,0.1,1,0,01:30.0,11.57196734005218,11.689958662451245,-0.117991322
PRT,porto,01:30.0,13.5,0,0.6,4,0,01:30.0,11.951000279902086,12.06871046567251,-0.117710186
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.072991198816334,12.266667965799718,-0.193676767
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.242486901531503,12.39280809128562,-0.15032119
PRT,porto,01:30.0,1.1,0,0,1,0,01:30.0,12.47572647563528,12.60262125551119,-0.12689478
PRT,porto,01:30.0,46.3,4,2.6,9,0,01:30.0,12.99593686820612,12.601304209316648,0.3946326588894724
PRT,porto,01:30.0,11,4,0.9,4,4,01:30.0,12.940306631334671,13.089403380271976,-0.149096749
PRT,porto,01:30.0,0,7,0,0,6,16:30.0,13.42819160478982,13.53848815923657,-0.110296554
PRT,porto,01:30.0,16.8,7,2,6,7,01:30.0,13.991403016603009,14.27621708693836,-0.28481407
PRT,porto,01:30.0,41.5,14,2.7,11,12,01:30.0,14.518009249698132,14.423564867624131,0.094444382
PRT,porto,01:30.0,46.7,22,9.5,21,19,01:30.0,14.601381232751628,14.220236897865725,0.3811443348859029
PRT,porto,01:30.0,87.1,29,22.5,33,29,01:30.0,15.21550793112852,14.183011633817712,1.0324962973108072
PRT,porto,01:30.0,184.2,34,40.3,56,32,16:30.0,15.715966711582803,14.261032216601768,1.4549344949810354
PRT,porto,46:30.0,174.3,32,34,55,28,01:30.0,15.502633760413737,14.340233466231258,1.1624002941824774
PRT,porto,31:30.0,165.9,31,29.2,44,29,16:30.0,15.313758447789672,14.359237579524704,0.954520868
PRT,porto,46:30.0,161.7,29,34.5,55,27,46:30.0,15.03478042708088,14.076576216815258,0.95820421
PRT,porto,46:30.0,56.3,17,14.7,23,15,46:30.0,13.83907864281884,13.520220706698494,0.3188579361203469
PRT,porto,01:30.0,64.7,24,14.3,27,19,01:30.0,14.644098694233207,14.058888754786205,0.5852099394470027
PRT,porto,01:30.0,122.1,28,22.6,44,24,01:30.0,14.960595594677253,14.149456458487991,0.8111391361892597
PRT,porto,31:30.0,149.2,29,23.2,48,24,46:30.0,14.924735861096265,13.798021567548584,1.1267142935476784
PRT,porto,46:30.0,87.8,23,19.3,28,16,46:30.0,14.11513626090398,13.253240877491146,0.8618953834128344
PRT,porto,46:30.0,28.1,10,5.3,12,6,46:30.0,12.448500886583256,12.200311569413776,0.248189317
PRT,porto,01:30.0,2.5,0,0.2,1,0,01:30.0,10.83658620601587,10.898545089182294,-0.061958883
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.037535936523495,11.078840648205386,-0.041304712
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.410024997090405,11.521805455336274,-0.111780458
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.797573815288048,11.91003375209494,-0.112459937
PRT,porto,01:30.0,2.4,0,0.1,1,0,01:30.0,12.502416618608274,12.545490793205428,-0.043074175
PRT,porto,01:30.0,5.4,0,0.4,2,0,01:30.0,12.897387109501398,13.001992631545011,-0.104605522
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.833106609343476,12.83565980210188,-0.002553193
PRT,porto,01:30.0,43.1,4,3.1,9,0,01:30.0,13.214717421513033,12.610410226754274,0.6043071947587588
PRT,porto,01:30.0,18.8,5,1.1,7,4,01:30.0,12.980149180209157,12.877480358026896,0.1026688221822595
PRT,porto,16:30.0,26.3,7,1.4,8,5,31:30.0,13.258735291522587,13.270767493025776,-0.012032202
PRT,porto,01:30.0,13.1,12,1.5,5,4,01:30.0,14.41578641,14.150046647805262,0.2657397593559381
PRT,porto,01:30.0,99.6,33,16.9,30,8,01:30.0,16.835278284823126,14.82203769085868,2.013240593964447
PRT,porto,01:30.1,433.5,62,71.9,108,13,01:30.0,20.13272561918649,16.212032675959623,3.920692943226868
PRT,porto,01:30.0,903.9,82,119.3,214,21,01:30.0,22.11172319797145,18.000913119088096,4.110810078883354
PRT,porto,31:30.0,1233.4,89,165.7,307,22,16:30.0,22.832100092737257,18.68783638755825,4.144263705179011
PRT,porto,16:30.0,1191.2,86,160.5,285,22,16:30.0,22.29806286374768,18.733972425560783,3.5640904381868914
PRT,porto,46:30.0,1116.9,79,177.2,307,21,01:30.0,21.385809193509267,18.505079561461567,2.880729632
PRT,porto,46:30.0,342.7,50,67.5,109,20,31:30.0,17.55932496292364,16.60901920800437,0.9503057549192704
PRT,porto,46:30.0,183.6,40,39.2,57,16,46:30.0,16.565181202494163,15.72919353760076,0.8359876648934037
PRT,porto,46:30.0,156.3,30,29.2,53,10,46:30.0,15.541776638310136,15.167648158446724,0.3741284798634119
PRT,porto,01:30.0,90.7,24,15,31,10,46:30.0,14.864739777310955,14.67216889884449,0.1925708784664657
PRT,porto,01:30.0,81.9,22,11.6,29,13,01:30.0,14.574851044008373,14.605384576888197,-0.030533533
PRT,porto,01:30.0,80.5,23,12.1,33,17,16:30.0,14.588264598769207,14.809684274557435,-0.221419676
PRT,porto,01:30.0,93.8,23,13.5,34,16,46:30.0,14.308127780867965,14.509591692520408,-0.201463912
PRT,porto,01:30.0,114.4,27,17.1,42,9,46:30.0,14.845466449455015,14.724573459935836,0.1208929895191825
PRT,porto,01:30.0,407.6,48,64.8,122,3,46:30.0,17.142594201302032,15.433104124642282,1.7094900766597494
PRT,porto,31:30.0,521.5,50,93.1,169,0,01:30.0,17.808310284525138,15.60116315147485,2.207147133050288
PRT,porto,46:30.0,178.2,23,47.8,50,0,01:30.0,13.365434920525658,12.513959046346226,0.8514758741794317
PRT,porto,01:30.0,4.3,0,1.8,1,0,01:30.0,10.912670477190824,10.937544674596172,-0.024874197
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.089982579546389,11.099345970406349,-0.009363391
PRT,porto,01:30.0,5.1,0,0.3,3,0,01:30.0,12.522140499211892,12.423618827006113,0.098521672
PRT,porto,01:30.0,2.7,0,0.1,1,1,16:30.0,13.175325410283458,13.117846797512032,0.057478613
PRT,porto,01:30.0,4.8,0,4.9,2,5,01:30.0,12.613186722219147,12.594204054256949,0.018982668
PRT,porto,01:30.0,21.8,0,1.4,3,13,01:30.0,12.995500530195471,12.399773354084203,0.5957271761112679
PRT,porto,01:30.0,5.1,0,0.3,2,15,31:30.0,12.405121185349843,12.552135027283448,-0.147013842
PRT,porto,01:30.0,1.8,2,0.3,1,11,31:30.0,12.551087091329634,12.72406338998562,-0.172976299
PRT,porto,01:30.0,2.5,4,0,1,14,01:30.0,13.35845928858918,13.532419482955913,-0.173960194
