Country,City,UpdateTimeUTC,JamsDelay,TrafficIndexLive,JamsLengthInKms,JamsCount,TrafficIndexWeekAgo,UpdateTimeUTCWeekAgo,TravelTimeLivePer10KmsMins,TravelTimeHistoricPer10KmsMins,MinsDelay
PRT,porto,01:30.0,986.2,85,159.3,275,88,31:30.0,21.856200780582103,17.820857328611485,4.035343451970618
PRT,porto,31:30.0,1188.7,88,178.4,302,74,46:30.0,22.09073884135734,16.65016255306326,5.440576288294079
PRT,porto,46:30.0,1094.3,81,155,272,40,46:30.0,21.402689099252573,15.187377735695224,6.215311363557348
PRT,porto,46:30.0,904.5,71,138.1,239,33,46:30.0,20.24867900562882,14.553907499716486,5.694771505912334
PRT,porto,46:30.0,465.1,49,83.4,132,28,46:30.0,17.648962784221748,14.32707934285662,3.321883441365129
PRT,porto,01:30.0,453.7,57,72.7,119,20,01:30.0,18.60028101479695,13.56206994,5.038211074726249
PRT,porto,46:30.0,510.8,55,81.7,138,25,01:30.0,18.28705873850327,13.558389360198168,4.728669378305101
PRT,porto,46:30.0,508.1,53,84.1,158,27,01:30.0,17.621878707759194,13.491884116171304,4.129994592
PRT,porto,46:30.0,325.3,43,60.5,91,37,01:30.0,16.457005078050663,13.718948985950778,2.7380560920998853
PRT,porto,31:30.0,266.4,38,52.2,77,37,01:30.0,15.729616814591097,13.76120343227999,1.9684133823111072
PRT,porto,46:30.0,81.1,20,19.6,27,52,01:30.0,13.40897527715657,14.532040146024228,-1.123064869
PRT,porto,46:30.0,13.6,10,6.8,9,51,46:30.0,12.02901268,16.142615208825582,-4.113602531
PRT,porto,46:30.0,15.3,3,2.5,6,22,46:30.0,10.987655611100424,12.926039612466091,-1.938384001
PRT,porto,01:30.0,2.1,0,1.6,2,0,01:30.0,10.332086693358251,10.342109678537014,-0.010022985
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.315334253724524,10.459428478243598,-0.144094225
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.854300414864769,10.977471382957562,-0.123170968
PRT,porto,01:30.0,1.2,0,3.5,1,0,01:30.0,11.960035471374264,12.212063433613018,-0.252027962
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.023103746971277,12.27720913381194,-0.254105387
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.325879815873003,11.438337419794276,-0.112457604
PRT,porto,01:30.0,7.3,0,0.7,4,0,01:30.0,11.449959512169649,11.498625413931109,-0.048665902
PRT,porto,01:30.0,4.1,0,0.2,2,0,01:30.0,12.067435983395129,12.191512650902368,-0.124076668
PRT,porto,01:30.0,11.6,2,0.7,3,1,01:30.0,12.280145105353316,12.413679342356588,-0.133534237
PRT,porto,01:30.0,3.9,7,0.1,1,3,01:30.0,12.862595789096307,12.722737799104864,0.1398579899914462
PRT,porto,01:30.0,89.2,25,16.4,24,13,01:30.0,14.81971011384156,13.126158616534877,1.6935514973066823
PRT,porto,01:30.0,113.9,31,25.2,37,20,01:30.0,15.218481112210087,13.348778482307758,1.869702629902332
PRT,porto,01:30.0,175.9,32,27.7,54,26,01:30.0,15.06719434550766,13.347852665553583,1.7193416799540753
PRT,porto,46:30.0,231.3,34,35.9,67,26,46:30.0,15.229408029252332,13.407745726556078,1.8216623026962533
PRT,porto,46:30.0,233.5,31,43.2,74,26,46:30.0,15.009221658371343,13.557852761904458,1.451368896466887
PRT,porto,46:30.0,168.9,24,32.5,51,19,46:30.0,14.118273610709489,13.077361288612568,1.0409123220969203
PRT,porto,01:30.0,32.4,13,10,13,19,46:30.0,13.018207671076498,12.742172239353724,0.2760354317227733
PRT,porto,46:30.0,29.8,10,5,11,8,46:30.0,12.750791426085147,12.67920501203434,0.071586414
PRT,porto,01:30.0,47,19,15.9,20,14,01:30.0,13.574609959873332,12.649182408977367,0.9254275508959662
PRT,porto,46:30.0,63.8,21,18.4,23,14,31:30.0,13.608059412988476,12.615249248593647,0.9928101643948288
PRT,porto,46:30.0,54,14,10.1,23,11,46:30.0,12.948911392868762,12.65385618755403,0.2950552053147319
PRT,porto,46:30.0,11.3,7,3,7,6,46:30.0,11.971618501120863,11.911357609648784,0.060260891
PRT,porto,01:30.0,1,0,0.1,1,0,01:30.0,10.738695802828715,10.853820148784152,-0.115124346
PRT,porto,01:30.0,3.3,0,0.3,1,0,01:30.0,10.805787419145204,10.887962233459945,-0.082174814
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.061964947227723,11.105258460072482,-0.043293513
PRT,porto,01:30.0,6.5,0,1.5,3,0,01:30.0,11.76536325,11.81703095803237,-0.051667708
PRT,porto,01:30.0,3.4,0,0.9,2,0,01:30.0,11.804590212080557,11.858028939827792,-0.053438728
PRT,porto,01:30.0,1.1,0,2.5,1,0,01:30.0,12.116782512553089,12.15972659749633,-0.042944085
PRT,porto,01:30.0,5.9,0,1.9,2,0,01:30.0,12.25809899282475,12.32528137344623,-0.067182381
PRT,porto,01:30.0,2,0,0.2,1,0,01:30.0,12.251936788282997,12.227914262519262,0.024022526
PRT,porto,01:30.0,31.7,6,2.2,7,3,01:30.0,12.991488812568408,12.261925452183908,0.7295633603844998
PRT,porto,46:30.0,69.6,9,4.8,13,10,16:30.0,13.261802064307776,12.235241968684322,1.0265600956234522
PRT,porto,16:30.0,5.3,7,0.3,2,8,01:30.0,12.996354548725126,13.070969522813108,-0.074614974
PRT,porto,01:30.0,3.8,6,0.2,1,8,01:30.0,13.10853603804259,13.253655866073832,-0.145119828
PRT,porto,01:30.0,26.4,11,2.2,11,13,01:30.0,14.241029698584692,14.01833228403943,0.222697415
PRT,porto,01:30.0,62.1,19,5.7,20,22,01:30.0,14.893297373503891,14.178068108337325,0.7152292651665704
PRT,porto,01:30.0,123.9,29,24.3,44,30,01:30.0,15.277998251451043,14.040204091055491,1.2377941603955502
PRT,porto,01:30.0,122.1,32,24.7,46,38,01:30.0,15.324903046905634,14.018663196571822,1.306239850333812
PRT,porto,01:30.0,198,39,36.9,68,38,01:30.0,16.125540229262338,14.105763376256222,2.019776853006116
PRT,porto,01:30.0,228,39,40,66,39,31:30.0,16.2051863,14.245915704936284,1.9592705925459164
PRT,porto,46:30.0,256.6,39,44.5,84,37,46:30.0,16.18573523428179,14.253875291486835,1.9318599427949543
PRT,porto,46:30.0,227.4,35,41.7,73,32,46:30.0,15.674244157062477,14.075935160325905,1.598308997
PRT,porto,01:30.0,155.2,23,28.4,52,32,46:30.0,14.377635965095967,13.564786331424664,0.8128496336713038
PRT,porto,01:30.0,57.5,21,8,21,20,01:30.0,14.285620501199114,13.48035303135594,0.8052674698431748
PRT,porto,01:30.0,198.9,33,31.2,67,30,01:30.0,15.452931584332395,13.753086901996916,1.6998446823354811
PRT,porto,31:30.0,263.1,35,44.7,85,34,01:30.0,15.594124772782491,13.895377152568326,1.6987476202141654
PRT,porto,46:30.0,298.6,33,43.8,89,32,46:30.0,15.227966454895853,13.830218666574476,1.3977477883213751
PRT,porto,46:30.0,176.8,24,29.8,50,22,46:30.0,14.000974289592216,13.038934970677644,0.962039319
PRT,porto,46:30.0,39.1,9,8,16,7,46:30.0,12.082766896631805,11.974577563142564,0.1081893334892392
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.709596471443026,10.812492831649314,-0.10289636
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.851971667988456,10.953978706029275,-0.102007038
PRT,porto,01:30.0,2.5,0,2.4,2,0,01:30.0,11.45920668322814,11.670255609651504,-0.211048926
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.444029081674756,11.67384768069003,-0.229818599
PRT,porto,01:30.0,2.4,0,0.1,1,0,01:30.0,11.761373876761663,11.92141518007909,-0.160041303
PRT,porto,01:30.0,4.6,0,0.1,1,0,01:30.0,12.218788735976435,12.315517357156992,-0.096728621
PRT,porto,01:30.0,1,0,0.2,1,0,01:30.0,12.207799113341176,12.176898816206558,0.030900297
PRT,porto,01:30.0,14.2,6,1.4,5,2,01:30.0,12.971919634612526,12.125847465458769,0.8460721691537572
PRT,porto,46:30.0,70.4,9,4.4,15,7,01:30.0,13.213642580738547,12.108629772403358,1.105012808335191
PRT,porto,01:30.0,14.3,7,1.1,6,6,01:30.0,13.300890470641525,13.279961878363796,0.020928592
PRT,porto,01:30.0,16,13,1.3,7,12,01:30.0,14.365935662737217,13.947185531769817,0.418750131
PRT,porto,01:30.0,142.6,34,21.8,37,35,01:30.0,16.517501123292405,14.35152759,2.1659735285097046
PRT,porto,01:30.0,423.6,58,85.8,130,51,01:30.0,18.872465452415163,15.513320750284567,3.3591447021305942
PRT,porto,01:30.0,872.1,83,127.1,221,72,01:30.0,21.61135190695064,17.507039930630597,4.104311976320041
PRT,porto,01:30.0,1400.8,99,200.4,347,86,31:30.0,23.36878851491872,18.33778376174894,5.031004753169778
PRT,porto,46:30.0,1480.9,97,209.4,380,79,46:30.0,23.18744792961905,18.14452634694996,5.042921582669095
PRT,porto,46:30.0,757.8,70,124.6,225,49,46:30.0,19.80232926744349,16.255106614127605,3.5472226533158846
PRT,porto,46:30.0,634.1,58,106.1,177,38,46:30.0,18.672990735012966,15.474955805475158,3.1980349295378083
PRT,porto,46:30.0,299.3,43,62.1,97,28,46:30.0,16.949615022521026,14.81475225569558,2.134862766825446
PRT,porto,01:30.0,317.1,50,60,99,27,01:30.0,17.739621113306306,14.300942589491036,3.4386785238152715
PRT,porto,31:30.0,338.1,49,60.9,96,27,31:30.0,17.403358000302664,14.21001253115948,3.193345469143184
PRT,porto,46:30.0,301.2,47,63.1,95,24,01:30.0,17.03285228774853,14.219299899839616,2.813552387908913
PRT,porto,01:30.0,230.7,38,40.7,65,24,01:30.0,15.847582951593886,14.078061413497927,1.769521538095958
PRT,porto,46:30.0,191.5,34,37.3,62,26,01:30.0,15.309319598495424,13.988682088261392,1.3206375102340324
PRT,porto,01:30.0,183.7,33,34.8,51,43,01:30.0,14.929014969977388,15.155773211539742,-0.226758242
PRT,porto,46:30.0,175.4,30,42.8,49,45,31:30.0,14.583690724371037,15.24020811248892,-0.656517388
PRT,porto,46:30.0,100.3,15,25,22,20,46:30.0,12.273099088819686,12.45701339401829,-0.183914305
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.899442999577277,11.04106313040103,-0.141620131
PRT,porto,01:30.0,1.5,0,0,1,0,01:30.0,10.63345929540476,10.97779099776542,-0.344331702
PRT,porto,01:30.0,5.9,0,2.8,3,0,01:30.0,11.622994529887986,11.72637728997541,-0.10338276
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.43998887828543,12.614670334567382,-0.174681456
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.116459723642617,12.195175358054936,-0.078715634
PRT,porto,01:30.0,6.3,0,2.9,4,0,01:30.0,11.877836734835435,11.82855394875329,0.049282786
PRT,porto,01:30.0,9.4,1,0.5,3,0,01:30.0,12.167839673258214,12.118512925806954,0.049326747
PRT,porto,01:30.0,21.8,3,1.2,7,4,01:30.0,12.426330013002683,12.48018828,-0.053858266
PRT,porto,01:30.0,7.2,5,0.9,3,9,31:30.0,13.199185818532904,13.285248023938037,-0.086062205
PRT,porto,01:30.0,22.7,21,5.8,11,10,01:30.0,15.121075277489911,13.960381008374792,1.1606942691151207
PRT,porto,01:30.0,326,57,63.4,95,38,01:30.0,19.066163877842616,15.392262247106496,3.673901631
PRT,porto,01:30.0,924.9,84,138.1,205,80,01:30.0,22.130089843410087,18.21349951398711,3.916590329422977
PRT,porto,31:30.0,1220.9,90,185.3,294,89,31:30.0,22.735992189532105,19.11397859079886,3.6220135987332434
PRT,porto,46:30.0,1114.4,82,176.1,311,80,46:30.1,21.376856161427064,18.208933532107444,3.1679226293196194
PRT,porto,46:30.0,480.9,55,78.8,147,44,46:30.0,18.10115886815814,15.817739208910204,2.283419659247937
PRT,porto,46:30.0,320.1,47,58.7,102,36,46:30.0,17.21223113896627,15.065350798199267,2.1468803407670016
PRT,porto,46:30.0,204.2,36,46.2,72,31,46:30.0,16.132151561957027,14.768482555922644,1.3636690060343837
PRT,porto,01:30.0,110.9,30,19.7,39,23,01:30.0,15.29008760698741,14.060683693002304,1.229403913985104
PRT,porto,01:30.0,170.8,33,34.6,65,25,01:30.0,15.44271276343194,14.10282574743987,1.3398870159920708
PRT,porto,01:30.0,155.5,35,36,51,25,01:30.0,15.573847410851483,14.412166549674204,1.161680861177281
PRT,porto,01:30.0,145.1,37,42.6,52,32,01:30.0,15.770343343111724,15.25326853975356,0.5170748033581614
PRT,porto,01:30.0,215.7,44,54.5,75,50,01:30.0,16.282576400953918,16.406651998388114,-0.124075597
PRT,porto,46:30.0,218.5,41,52.6,54,51,46:30.0,15.777645971520078,16.374161795828652,-0.596515824
PRT,porto,46:30.0,150.6,24,47.9,38,22,46:30.0,13.248370909780338,12.880121198761522,0.3682497110188159
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.586601080747924,10.438645161011912,0.1479559197360114
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.600439170737086,10.54092679724883,0.059512373
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.690897617798411,11.485525716747407,0.205371901
PRT,porto,01:30.0,1.9,0,0,1,0,01:30.0,12.357227573851228,12.178008783098724,0.179218791
PRT,porto,01:30.0,6,0,7,4,0,01:30.0,12.253374667637068,12.099399144209055,0.1539755234280093
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.16503137539074,11.804561560928814,0.3604698144619256
PRT,porto,01:30.0,6.3,6,1.1,3,0,01:30.0,12.80238569452598,11.97415120024074,0.8282344942852404
PRT,porto,01:30.0,1.8,8,0.1,1,3,01:30.0,13.4695798,12.74319920849938,0.7263805908551184
PRT,porto,31:30.0,0,9,0,0,3,16:30.0,13.68502789801254,13.036309317859336,0.64871858
PRT,porto,01:30.0,56.2,17,7.2,14,7,01:30.0,14.376878347137922,13.54612084383822,0.8307575032997025
PRT,porto,01:30.0,163.9,46,34.7,49,26,01:30.0,17.580446682606798,15.091765689383818,2.488680993
PRT,porto,01:30.0,1114.2,106,176.2,283,64,01:30.0,24.897427702246183,18.30994658890813,6.587481113338054
PRT,porto,31:30.0,1839.9,119,263.9,444,79,01:30.0,26.457285889644627,19.124718069700016,7.332567819944611
PRT,porto,46:30.0,1621.1,101,235.5,385,73,46:30.0,24.060282482070807,18.180677532150195,5.879604949920612
PRT,porto,46:30.0,466.1,55,85.1,131,43,46:30.0,18.21322065402937,15.833927888351138,2.3792927656782403
PRT,porto,46:30.0,244.2,43,54.1,98,34,31:30.0,16.910504381237715,15.251526444046242,1.658977937191473
PRT,porto,46:30.0,161.2,33,33.7,58,31,46:30.0,15.803943464226744,14.774582852955913,1.0293606112708318
PRT,porto,01:30.0,93.5,25,15.7,36,22,01:30.0,14.92195911928861,14.19625464196513,0.7257044773234806
PRT,porto,01:30.0,131.5,30,26.6,45,24,01:30.0,15.139387023642852,14.15818817900178,0.9811988446410728
PRT,porto,01:30.0,130.3,32,26.6,41,26,16:30.0,15.195434474605232,14.232037766749478,0.963396708
PRT,porto,01:30.0,206.7,44,46.2,64,35,01:30.0,16.685830723515195,15.220641499643063,1.4651892238721302
PRT,porto,01:30.0,679.4,60,96.5,131,55,01:30.0,18.40682273872084,16.624788366781893,1.782034371938941
PRT,porto,46:30.0,575,54,85.8,111,55,46:30.0,17.61614249469386,16.694366462299758,0.9217760323941028
PRT,porto,16:30.0,463.3,42,68.7,94,55,46:30.0,16.163865284986866,15.52645285317982,0.6374124318070464
PRT,porto,46:30.0,204.6,24,42.1,44,23,46:30.0,13.202202273764478,12.722316463887012,0.4798858098774659
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.308633790664755,10.211290465898523,0.097343325
PRT,porto,01:30.0,1.6,0,0.4,1,0,01:30.0,11.05474644940803,10.886388720338502,0.1683577290695286
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.734922546979114,11.598789236643874,0.1361333103352393
PRT,porto,01:30.0,0.6,0,1.7,1,0,01:30.0,12.406453173472975,12.175918697450784,0.2305344760221928
PRT,porto,01:30.0,5.4,0,1.7,2,0,01:30.0,12.452173662216316,12.300216874861151,0.1519567873551661
PRT,porto,01:30.0,3.8,0,4.3,3,0,01:30.0,12.54886256799757,12.045993924485137,0.5028686435124339
PRT,porto,01:30.0,10.3,2,0.6,3,0,01:30.0,12.501257823953662,12.007470500600196,0.4937873233534642
PRT,porto,01:30.0,6.6,6,1.2,3,0,01:30.0,13.089960129878497,12.565304822840677,0.5246553070378202
PRT,porto,01:30.0,1.8,6,0.9,2,2,01:30.0,13.22915572304948,12.992903646344969,0.2362520767045115
PRT,porto,01:30.0,12.7,15,1.8,5,6,01:30.0,14.333097209505276,13.586504798481172,0.7465924110241033
PRT,porto,01:30.0,359.3,60,59.2,95,25,01:30.0,19.402123258945288,14.731409697739268,4.670713561206021
PRT,porto,01:30.0,1938.7,116,208.8,383,72,01:30.0,25.937644828117893,17.401319764223075,8.536325063894818
PRT,porto,31:30.0,2722.5,125,265.5,510,89,31:30.0,27.21011713849037,18.37118213126632,8.838935007224052
PRT,porto,46:30.0,2264.9,102,243.8,444,75,46:30.0,23.87450088666467,17.359263272589434,6.515237614075236
PRT,porto,46:30.0,527.7,54,78.6,145,40,46:30.0,17.822570768447367,15.36992924266778,2.452641525779587
PRT,porto,31:30.0,197.2,35,31.9,69,33,31:30.0,15.992482640794869,15.13059824602967,0.8618843947651964
PRT,porto,46:30.0,132.5,29,23.6,52,28,46:30.0,15.343504766942145,14.74912215573564,0.5943826112065036
PRT,porto,01:30.0,65.4,22,13.3,25,20,01:30.0,14.584633752840146,14.153092823534978,0.4315409293051679
PRT,porto,01:30.0,83.1,26,19.4,32,24,01:30.0,14.781853575859952,14.279034141008443,0.5028194348515065
PRT,porto,01:30.0,118.3,28,20.1,46,28,01:30.0,14.873251742955588,14.473207877020087,0.4000438659354977
PRT,porto,01:30.0,152.5,38,37.2,50,36,01:30.0,15.969956484526223,15.32462855844617,0.6453279260800553
PRT,porto,01:30.0,590.4,59,90.7,160,61,01:30.0,18.46933031678782,16.861524299283573,1.6078060175042452
PRT,porto,46:30.0,504.3,54,84.2,137,60,46:30.0,17.799897071665104,17.016649257180053,0.7832478144850512
PRT,porto,46:30.0,142.2,25,45.8,43,27,46:30.0,13.338934746663664,13.013483544326744,0.325451202
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.567617314122002,10.586612942192806,-0.018995628
PRT,porto,01:30.0,1,0,2.7,1,0,01:30.0,10.92154961725152,11.017206510108169,-0.095656893
PRT,porto,01:30.0,1,0,2.2,1,0,01:30.0,12.068329659048583,12.021240201100047,0.047089458
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.877227826482516,12.743648324582866,0.1335795018996499
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.535388612866916,12.522000265352286,0.013388348
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.62485846493038,11.64950856810638,-0.024650103
PRT,porto,01:30.0,8.5,0,0.5,3,0,01:30.0,11.811811384237911,11.618186419713618,0.1936249645242949
PRT,porto,01:30.0,46.8,12,5.9,7,0,01:30.0,13.450626478496336,12.064959044542448,1.3856674339538877
PRT,porto,46:30.0,111.6,9,9.1,25,2,01:30.0,13.193398014400334,12.261853580732458,0.9315444336678756
PRT,porto,01:30.0,2.8,8,0.2,1,6,01:30.0,13.64884736337998,13.506414890769245,0.142432473
PRT,porto,01:30.0,146.5,45,32.9,42,23,01:30.0,17.514417551988117,14.254299669961627,3.260117882
PRT,porto,01:30.0,973.7,80,119.2,223,78,01:30.0,21.19931903892722,16.61808868235838,4.581230356568842
PRT,porto,31:30.0,1452.7,88,186.9,335,97,31:30.0,21.65721179350505,17.25100823597588,4.406203557529167
PRT,porto,46:30.0,1263.6,74,186.7,308,84,46:30.0,20.047526633807937,16.978172995608613,3.069353638199324
PRT,porto,46:30.0,283.7,40,52.9,93,42,46:30.0,16.444819387860456,15.444025916116924,1.0007934717435312
PRT,porto,46:30.0,195.2,33,33.1,65,34,46:30.0,15.58649606660982,14.673655807403122,0.912840259
PRT,porto,46:30.0,138.6,28,26.5,49,28,46:30.0,15.220498082669875,14.54950066791503,0.6709974147548454
PRT,porto,01:30.0,64.2,20,13,24,19,46:30.0,14.138983859852392,13.61111261,0.5278712481116923
PRT,porto,01:30.0,84.8,25,18.5,31,24,01:30.0,14.582628800115444,13.801967862644402,0.7806609374710423
PRT,porto,01:30.0,124.8,27,20.8,35,31,01:30.0,14.783724038398988,14.001275541042258,0.7824484973567305
PRT,porto,01:30.0,198,37,36.9,53,35,01:30.0,15.68171215420684,14.449499256385254,1.2322128978215847
PRT,porto,01:30.0,423.8,52,75.1,112,53,01:30.0,17.561708637126625,16.02257056611038,1.539138071016243
PRT,porto,46:30.0,463.1,51,80.2,113,53,46:30.0,17.590985349837382,16.38707745469104,1.2039078951463438
PRT,porto,46:30.0,173.9,22,48,45,24,46:30.0,13.009587568710517,12.779468157514136,0.2301194111963802
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,9.933438007402176,10.130145109203896,-0.196707102
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,10.488661847949006,10.60584437,-0.117182521
PRT,porto,01:30.0,2.8,0,0.2,1,0,01:30.0,11.05082659242656,11.140524632136078,-0.08969804
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,12.50801781430636,12.702650347804118,-0.194632533
PRT,porto,01:30.0,3.3,0,0.2,1,0,01:30.0,12.62711217863223,12.76614818763903,-0.139036009
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.83532135210529,12.05031784749594,-0.214996495
PRT,porto,01:30.0,13.8,0,0.8,4,0,01:30.0,11.322190603670707,11.477634710937089,-0.155444107
PRT,porto,01:30.0,8.9,0,0.4,2,0,01:30.0,11.768460866257646,12.096042996032416,-0.32758213
PRT,porto,01:30.0,0,1,0,0,0,01:30.0,12.275359133963722,12.584022522354935,-0.308663388
PRT,porto,01:30.0,6.7,3,0.5,3,4,01:30.0,12.382906150958226,12.728712287334464,-0.345806136
PRT,porto,01:30.0,17.4,13,6,8,15,01:30.0,13.394402213569364,13.220088435190496,0.1743137783788686
PRT,porto,01:30.0,52.2,20,13.1,20,28,01:30.0,13.85106060750025,13.333555714228885,0.5175048932713668
PRT,porto,01:30.0,113.8,26,22.3,40,33,01:30.0,14.221963242227446,13.293301448494724,0.9286617937327222
PRT,porto,46:30.0,98.2,26,19.1,36,31,46:30.0,14.241586590114965,13.357322532554525,0.8842640575604399
PRT,porto,46:30.0,102.4,26,22.4,34,28,31:30.0,14.202082992171334,13.47735537390986,0.7247276182614737
PRT,porto,46:30.0,91.1,19,20.7,29,22,46:30.0,13.509256915588145,13.08362316295094,0.4256337526372018
PRT,porto,46:30.0,8,8,3,4,9,46:30.0,12.60516247970684,12.81525412052719,-0.210091641
PRT,porto,01:30.0,1.4,6,0.2,1,9,46:30.0,12.383841033339335,12.603906016468873,-0.220064983
PRT,porto,01:30.0,38.1,14,7.4,15,17,01:30.0,13.123226677238222,12.81086819050106,0.3123584867371622
PRT,porto,31:30.0,38.9,14,8.5,14,18,16:30.0,12.994396611624934,12.88900274032557,0.1053938712993645
PRT,porto,46:30.0,27.1,11,4.2,9,16,46:30.0,12.682015423962564,12.741744770807436,-0.059729347
PRT,porto,46:30.0,16.3,6,3.2,8,8,46:30.0,11.844875795426043,11.876193323636777,-0.031317528
PRT,porto,01:30.0,7.1,0,0.6,2,0,01:30.0,10.668088886742284,10.832525233927178,-0.164436347
PRT,porto,01:30.0,4.4,0,0.2,1,0,01:30.0,10.60491458524902,10.768479957997664,-0.163565373
PRT,porto,01:30.0,10.6,0,0.6,3,0,01:30.0,11.42941396508406,11.44378488275937,-0.014370918
PRT,porto,01:30.0,0,0,0,0,0,01:30.0,11.936614505994967,12.029900353886804,-0.093285848
PRT,porto,01:30.0,3.6,0,0.1,1,0,01:30.0,11.92743833,12.020104890836654,-0.092666563
PRT,porto,01:30.0,2,0,0.3,2,0,01:30.0,12.26212225509203,12.25241055173386,0.009711703
PRT,porto,01:30.0,5.5,0,0.2,3,0,01:30.0,12.207848955893969,12.28164508,-0.073796125
PRT,porto,01:30.0,7.2,0,0.7,2,0,01:30.0,12.220927160888218,12.315452844378136,-0.094525683
PRT,porto,01:30.0,9.5,3,0.8,3,4,01:30.0,12.576359545270284,12.184632355222853,0.3917271900474315
PRT,porto,16:30.0,70.8,10,4.2,10,10,31:30.0,13.200540855679302,12.340671739977378,0.8598691157019243
PRT,porto,01:30.0,21.5,8,2.5,7,11,31:30.0,13.23580765323115,13.201285570857742,0.034522082
PRT,porto,01:30.0,23.4,13,2.8,7,14,01:30.0,14.57920562861208,14.147914300202167,0.4312913284099124
PRT,porto,01:30.0,167.1,22,12.3,43,21,01:30.0,15.276883615184495,14.191368549023473,1.0855150661610224
PRT,porto,01:30.0,118.1,30,25.5,43,30,01:30.0,15.385583069250464,13.971557407178963,1.4140256620715004
PRT,porto,01:30.0,179.5,38,34.5,59,35,01:30.0,15.968572730419732,13.995494046605462,1.9730786838142704
PRT,porto,01:30.0,203.6,38,42.4,71,40,01:30.0,16.247227087291346,14.252161085924204,1.9950660013671424
PRT,porto,31:30.0,235.3,39,41.2,77,41,46:30.0,16.254522159406633,14.287626443484193,1.9668957159224405
PRT,porto,46:30.0,249.6,37,38.3,74,35,31:30.0,15.916644291520951,14.261940060547076,1.654704230973877
PRT,porto,46:30.0,257.9,32,41.8,81,31,46:30.0,15.499850876856977,14.177775802647409,1.3220750742095682
PRT,porto,01:30.0,54.8,20,15.2,21,19,01:30.0,14.239938536537748,13.502761809749622,0.7371767267881264
PRT,porto,01:30.0,150.4,30,27.5,46,33,01:30.0,15.273157686898704,13.87534851808059,1.397809168818112
PRT,porto,01:30.0,196.8,34,32,57,35,01:30.0,15.527933648348796,14.120436071018862,1.4074975773299343
PRT,porto,46:30.0,199.8,32,36.4,65,33,46:30.0,15.327708541444796,14.067452894613794,1.260255646831002
PRT,porto,46:30.0,102.3,22,23,32,24,46:30.0,13.916188927704962,13.225947141294116,0.6902417864108443
PRT,porto,46:30.0,21.2,7,5.8,9,9,46:30.0,12.041157628812552,12.191204252290014,-0.150046623
PRT,porto,01:30.0,1.4,0,1.2,2,1,46:30.0,10.999485059735996,10.91221711938734,0.08726794
PRT,porto,01:30.0,2.7,0,0.3,1,0,01:30.0,10.999361438168584,11.127600645799976,-0.128239208
PRT,porto,01:30.0,1,0,0,1,0,01:30.0,11.595817921076446,11.733347497973412,-0.137529577
PRT,porto,01:30.0,1.6,0,0.1,1,0,01:30.0,11.324193236583053,11.53206344896642,-0.207870212
PRT,porto,01:30.0,2.2,0,0.4,1,0,01:30.0,11.971487279839696,12.05180578838579,-0.080318509
PRT,porto,01:30.0,1.1,0,0.1,1,0,01:30.0,11.93724949290388,12.047918088544163,-0.110668596
PRT,porto,01:30.0,10.1,0,1.5,4,0,01:30.0,11.893545468132036,11.936944761096948,-0.043399293
PRT,porto,01:30.0,17.7,2,1.6,4,4,01:30.0,12.21259563,11.907221930359702,0.3053737025332967
PRT,porto,01:30.0,44.3,7,2.9,10,7,01:30.0,12.965401476245084,12.61388556223156,0.3515159140135253
PRT,porto,01:30.0,9.3,6,0.5,3,8,01:30.0,13.217532314085922,13.407616227557334,-0.190083913
PRT,porto,01:30.0,18.3,12,3.2,6,18,01:30.0,14.55890790425804,14.254326521633088,0.3045813826249528
PRT,porto,01:30.0,133.3,35,22.1,41,40,01:30.0,16.988368473199916,14.639740355409677,2.3486281177902413
PRT,porto,01:30.0,297.8,51,55.9,85,56,01:30.0,18.02375718865595,15.593941029424911,2.429816159231036
PRT,porto,01:30.0,721.9,72,107.7,189,88,01:30.0,20.67744665131591,17.90711088700602,2.770335764309891
